,Word,romeoandjuliet,greatgatsby,mobydick,querybook
14860,fanciedstopping,0.0,0.0,1.0,0.0
14861,hideously,0.0,0.0,1.0,0.0
14862,faceat,0.0,0.0,1.0,0.0
14863,tastehis,0.0,0.0,1.0,0.0
14864,uncouthness,0.0,0.0,1.0,0.0
14865,maim,0.0,0.0,1.0,0.0
14866,creditor,0.0,0.0,1.0,0.0
14867,washingtons,0.0,0.0,1.0,0.0
14868,busts,0.0,0.0,1.0,0.0
14869,graded,0.0,0.0,1.0,0.0
14870,promontories,0.0,0.0,1.0,0.0
14871,wooded,0.0,0.0,1.0,0.0
14872,cannibalistically,0.0,0.0,1.0,0.0
14873,whilst,0.0,0.0,1.0,6.0
14874,halfpretending,0.0,0.0,1.0,0.0
14875,casement,0.0,0.0,1.0,0.0
14876,overawing,0.0,0.0,1.0,0.0
14877,selfcollectedness,0.0,0.0,1.0,0.0
14878,socratic,0.0,0.0,1.0,0.0
14879,iswhich,0.0,0.0,1.0,0.0
14880,therethrown,0.0,0.0,1.0,0.0
14881,digester,0.0,0.0,1.0,0.0
14882,warmed,0.0,0.0,1.0,0.0
14883,glows,0.0,0.0,1.0,0.0
14884,hypocrisies,0.0,0.0,1.0,0.0
14885,hospitalities,0.0,0.0,1.0,0.0
14886,whereat,0.0,0.0,1.0,1.0
14887,printing,0.0,0.0,1.0,0.0
14888,thawed,0.0,0.0,1.0,0.0
14889,unbiddenly,0.0,0.0,1.0,0.0
14890,countrys,0.0,0.0,1.0,1.0
14891,countryman,0.0,0.0,1.0,0.0
14892,remonstrate,0.0,0.0,1.0,0.0
14893,silenced,0.0,0.0,1.0,0.0
14894,deliberated,0.0,0.0,1.0,0.0
14895,comply,0.0,0.0,1.0,2.0
14896,earthpagans,0.0,0.0,1.0,0.0
14897,includedcan,0.0,0.0,1.0,0.0
14898,worshipto,0.0,0.0,1.0,0.0
14899,godthat,0.0,0.0,1.0,0.0
14900,godto,0.0,0.0,1.0,0.0
14901,prop,0.0,0.0,1.0,0.0
14902,salamed,0.0,0.0,1.0,0.0
14903,consciences,0.0,0.0,1.0,0.0
14904,honeymoon,0.0,0.0,1.0,0.0
14905,queequega,0.0,0.0,1.0,0.0
14906,11,0.0,0.0,1.0,0.0
14907,nightgown,0.0,0.0,1.0,0.0
14908,napping,0.0,0.0,1.0,0.0
14909,affectionately,0.0,0.0,1.0,0.0
14910,confabulations,0.0,0.0,1.0,0.0
14911,nappishness,0.0,0.0,1.0,0.0
14912,wearisome,0.0,0.0,1.0,0.0
14913,headboard,0.0,0.0,1.0,0.0
14914,warmingpans,0.0,0.0,1.0,0.0
14915,chilly,0.0,0.0,1.0,0.0
14916,bedclothes,0.0,0.0,1.0,0.0
14917,flatter,0.0,0.0,1.0,1.0
14918,discomforts,0.0,0.0,1.0,0.0
14919,spark,0.0,0.0,1.0,1.0
14920,concentrate,0.0,0.0,1.0,0.0
14921,essences,0.0,0.0,1.0,0.0
14922,clayey,0.0,0.0,1.0,0.0
14923,selfcreated,0.0,0.0,1.0,0.0
14924,imposed,0.0,0.0,1.0,0.0
14925,unilluminated,0.0,0.0,1.0,0.0
14926,twelveoclockatnight,0.0,0.0,1.0,0.0
14927,revulsion,0.0,0.0,1.0,0.0
14928,comfortableness,0.0,0.0,1.0,0.0
14929,newlit,0.0,0.0,1.0,0.0
14930,phraseology,0.0,0.0,1.0,0.0
14931,biographical,0.0,0.0,1.0,0.0
14932,newhatched,0.0,0.0,1.0,0.0
14933,nibbling,0.0,0.0,1.0,0.0
14934,veinsroyal,0.0,0.0,1.0,0.0
14935,vitiated,0.0,0.0,1.0,0.0
14936,mangrove,0.0,0.0,1.0,0.0
14937,grappled,0.0,0.0,1.0,0.0
14938,ringbolt,0.0,0.0,1.0,0.0
14939,hacked,0.0,0.0,1.0,0.0
14940,cutlass,0.0,0.0,1.0,0.0
14941,budged,0.0,0.0,1.0,0.0
14942,dauntlessness,0.0,0.0,1.0,0.0
14943,relented,0.0,0.0,1.0,0.0
14944,savagethis,0.0,0.0,1.0,0.0
14945,wales,0.0,0.0,1.0,0.0
14946,shipyards,0.0,0.0,1.0,0.0
14947,ignominy,0.0,0.0,1.0,0.0
14948,enlightening,0.0,0.0,1.0,0.0
14949,countrymen,0.0,0.0,1.0,1.0
14950,bottomso,0.0,0.0,1.0,0.0
14951,mehe,0.0,0.0,1.0,0.0
14952,actuated,0.0,0.0,1.0,0.0
14953,practices,0.0,0.0,1.0,1.0
14954,heathens,0.0,0.0,1.0,0.0
14955,unfitted,0.0,0.0,1.0,0.0
14956,undefiled,0.0,0.0,1.0,0.0
14957,returnas,0.0,0.0,1.0,0.0
14958,oats,0.0,0.0,1.0,0.0
14959,sceptre,0.0,0.0,1.0,0.0
14960,usefulness,0.0,0.0,1.0,0.0
14961,13,0.0,0.0,1.0,0.0
14962,barber,0.0,0.0,1.0,0.0
14963,queequegespecially,0.0,0.0,1.0,0.0
14964,companied,0.0,0.0,1.0,0.0
14965,embarking,0.0,0.0,1.0,0.0
14966,muchfor,0.0,0.0,1.0,0.0
14967,streetsbut,0.0,0.0,1.0,0.0
14968,adjust,0.0,0.0,1.0,0.0
14969,troublesome,0.0,0.0,1.0,0.0
14970,reapers,0.0,0.0,1.0,0.0
14971,farmers,0.0,0.0,1.0,0.0
14972,scythesthough,0.0,0.0,1.0,0.0
14973,themeven,0.0,0.0,1.0,0.0
14974,preferred,0.0,0.0,1.0,0.0
14975,thingthough,0.0,0.0,1.0,0.0
14976,barrowqueequeg,0.0,0.0,1.0,0.0
14977,lashes,0.0,0.0,1.0,0.0
14978,feasts,0.0,0.0,1.0,0.0
14979,commanderfrom,0.0,0.0,1.0,0.0
14980,captainthis,0.0,0.0,1.0,0.0
14981,princess,0.0,0.0,1.0,0.0
14982,bamboo,0.0,0.0,1.0,0.0
14983,saidfor,0.0,0.0,1.0,0.0
14984,wethough,0.0,0.0,1.0,0.0
14985,platters,0.0,0.0,1.0,0.0
14986,copying,0.0,0.0,1.0,0.0
14987,ducks,0.0,0.0,1.0,0.0
14988,giver,0.0,0.0,1.0,0.0
14989,feastsgrace,0.0,0.0,1.0,0.0
14990,consecrated,0.0,0.0,1.0,0.0
14991,consecrating,0.0,0.0,1.0,0.0
14992,beverage,0.0,0.0,1.0,0.0
14993,circulates,0.0,0.0,1.0,0.0
14994,himselfbeing,0.0,0.0,1.0,0.0
14995,shipas,0.0,0.0,1.0,0.0
14996,precedence,0.0,0.0,1.0,0.0
14997,punchbowltaking,0.0,0.0,1.0,0.0
14998,fingerglass,0.0,0.0,1.0,0.0
14999,nowdidnt,0.0,0.0,1.0,0.0
15000,luggage,0.0,0.0,1.0,0.0
15001,acushnet,0.0,0.0,1.0,0.0
15002,icecovered,0.0,0.0,1.0,0.0
15003,betokening,0.0,0.0,1.0,0.0
15004,endlessness,0.0,0.0,1.0,0.0
15005,intolerableness,0.0,0.0,1.0,0.0
15006,waxed,0.0,0.0,1.0,0.0
15007,snortings,0.0,0.0,1.0,0.0
15008,airhow,0.0,0.0,1.0,0.0
15009,turnpike,0.0,0.0,1.0,0.0
15010,earththat,0.0,0.0,1.0,0.0
15011,magnanimity,0.0,0.0,1.0,0.0
15012,records,0.0,0.0,1.0,1.0
15013,foamfountain,0.0,0.0,1.0,0.0
15014,ducked,0.0,0.0,1.0,0.0
15015,sultan,0.0,0.0,1.0,0.0
15016,buckling,0.0,0.0,1.0,0.0
15017,jeering,0.0,0.0,1.0,0.0
15018,lubberlike,0.0,0.0,1.0,0.0
15019,companionable,0.0,0.0,1.0,0.0
15020,boobies,0.0,0.0,1.0,0.0
15021,saplings,0.0,0.0,1.0,0.0
15022,mimicking,0.0,0.0,1.0,0.0
15023,midsomerset,0.0,0.0,1.0,0.0
15024,stalking,0.0,0.0,1.0,0.0
15025,bevy,0.0,0.0,1.0,1.0
15026,mainsail,0.0,0.0,1.0,0.0
15027,weathersheet,0.0,0.0,1.0,0.0
15028,ticking,0.0,0.0,1.0,0.0
15029,whipped,0.0,0.0,1.0,1.0
15030,lasso,0.0,0.0,1.0,0.0
15031,voted,0.0,0.0,1.0,0.0
15032,clove,0.0,0.0,1.0,0.0
15033,barnacle,0.0,0.0,1.0,0.0
15034,unconsciousness,0.0,0.0,1.0,0.0
15035,medal,0.0,0.0,1.0,0.0
15036,societies,0.0,0.0,1.0,0.0
15037,waterfresh,0.0,0.0,1.0,0.0
15038,watersomething,0.0,0.0,1.0,0.0
15039,wipe,0.0,0.0,1.0,2.0
15040,himselfits,0.0,0.0,1.0,0.0
15041,jointstock,0.0,0.0,1.0,0.0
15042,14,0.0,0.0,1.0,0.0
15043,occupies,0.0,0.0,1.0,0.0
15044,lighthouse,0.0,0.0,1.0,0.0
15045,hillock,0.0,0.0,1.0,0.0
15046,blotting,0.0,0.0,1.0,0.0
15047,wights,0.0,0.0,1.0,0.0
15048,thistles,0.0,0.0,1.0,0.0
15049,toadstools,0.0,0.0,1.0,0.0
15050,oasis,0.0,0.0,1.0,0.0
15051,quicksand,0.0,0.0,1.0,0.0
15052,laplander,0.0,0.0,1.0,0.0
15053,snowshoes,0.0,0.0,1.0,0.0
15054,turtles,0.0,0.0,1.0,0.0
15055,extravaganzas,0.0,0.0,1.0,0.0
15056,traditional,0.0,0.0,1.0,0.0
15057,olden,0.0,0.0,1.0,0.0
15058,talons,0.0,0.0,1.0,0.0
15059,casketthe,0.0,0.0,1.0,0.0
15060,quohogs,0.0,0.0,1.0,0.0
15061,bolder,0.0,0.0,1.0,0.0
15062,waded,0.0,0.0,1.0,0.0
15063,mackerel,0.0,0.0,1.0,0.0
15064,circumnavigations,0.0,0.0,1.0,0.0
15065,himmalehan,0.0,0.0,1.0,0.0
15066,mastodon,0.0,0.0,1.0,0.0
15067,panics,0.0,0.0,1.0,0.0
15068,anthill,0.0,0.0,1.0,0.0
15069,overrun,0.0,0.0,1.0,0.0
15070,alexanders,0.0,0.0,1.0,0.0
15071,parcelling,0.0,0.0,1.0,0.0
15072,overswarm,0.0,0.0,1.0,0.0
15073,banner,0.0,0.0,1.0,0.0
15074,terraqueous,0.0,0.0,1.0,0.0
15075,extension,0.0,0.0,1.0,0.0
15076,forts,0.0,0.0,1.0,1.0
15077,privateers,0.0,0.0,1.0,0.0
15078,highwaymen,0.0,0.0,1.0,0.0
15079,chamois,0.0,0.0,1.0,0.0
15080,earthsman,0.0,0.0,1.0,0.0
15081,furls,0.0,0.0,1.0,0.0
15082,walruses,0.0,0.0,1.0,0.0
15083,15,0.0,0.0,1.0,0.0
15084,warehouse,0.0,0.0,1.0,0.0
15085,warehouseour,0.0,0.0,1.0,0.0
15086,departuremust,0.0,0.0,1.0,0.0
15087,asses,0.0,0.0,1.0,0.0
15088,sawed,0.0,0.0,1.0,0.0
15089,sensitive,0.0,0.0,1.0,0.0
15090,misgiving,0.0,0.0,1.0,0.0
15091,crick,0.0,0.0,1.0,0.0
15092,innkeeper,0.0,0.0,1.0,0.0
15093,freckled,0.0,0.0,1.0,0.0
15094,postponing,0.0,0.0,1.0,0.0
15095,saidclam,0.0,0.0,1.0,0.0
15096,maam,0.0,0.0,1.0,0.0
15097,politeness,0.0,0.0,1.0,0.0
15098,clammy,0.0,0.0,1.0,0.0
15099,reception,0.0,0.0,1.0,0.0
15100,pounded,0.0,0.0,1.0,0.0
15101,plentifully,0.0,0.0,1.0,0.0
15102,sharpened,0.0,0.0,1.0,0.0
15103,surpassingly,0.0,0.0,1.0,0.0
15104,despatched,0.0,0.0,1.0,0.0
15105,husseys,0.0,0.0,1.0,0.0
15106,codchowder,0.0,0.0,1.0,0.0
15107,spoons,0.0,0.0,1.0,0.0
15108,stultifying,0.0,0.0,1.0,0.0
15109,chowderheaded,0.0,0.0,1.0,0.0
15110,eel,0.0,0.0,1.0,0.0
15111,fishiest,0.0,0.0,1.0,0.0
15112,fishbones,0.0,0.0,1.0,0.0
15113,clamshells,0.0,0.0,1.0,0.0
15114,codfish,0.0,0.0,1.0,0.0
15115,hoseas,0.0,0.0,1.0,0.0
15116,brindled,0.0,0.0,1.0,0.0
15117,cow,0.0,0.0,1.0,0.0
15118,slipshod,0.0,0.0,1.0,0.0
15119,harpoonbut,0.0,0.0,1.0,0.0
15120,unfortnt,0.0,0.0,1.0,0.0
15121,vyge,0.0,0.0,1.0,0.0
15122,ile,0.0,0.0,1.0,0.0
15123,sich,0.0,0.0,1.0,0.0
15124,weepons,0.0,0.0,1.0,0.0
15125,16,0.0,0.0,1.0,0.0
15126,consulting,0.0,0.0,1.0,0.0
15127,yojothe,0.0,0.0,1.0,0.0
15128,godand,0.0,0.0,1.0,0.0
15129,everyway,0.0,0.0,1.0,0.0
15130,purposed,0.0,0.0,1.0,0.0
15131,befriending,0.0,0.0,1.0,0.0
15132,forecast,0.0,0.0,1.0,0.0
15133,relied,0.0,0.0,1.0,0.0
15134,sagacity,0.0,0.0,1.0,0.0
15135,remonstrances,0.0,0.0,1.0,0.0
15136,acquiesce,0.0,0.0,1.0,0.0
15137,vigor,0.0,0.0,1.0,0.0
15138,bedroomfor,0.0,0.0,1.0,0.0
15139,liturgies,0.0,0.0,1.0,0.0
15140,xxxix,0.0,0.0,1.0,0.0
15141,articlesleaving,0.0,0.0,1.0,0.0
15142,warming,0.0,0.0,1.0,0.0
15143,inquiries,0.0,0.0,1.0,0.0
15144,voyagesthe,0.0,0.0,1.0,0.0
15145,medes,0.0,0.0,1.0,0.0
15146,pryed,0.0,0.0,1.0,0.0
15147,hopped,0.0,0.0,1.0,0.0
15148,knowsquaretoed,0.0,0.0,1.0,0.0
15149,luggers,0.0,0.0,1.0,0.0
15150,butterbox,0.0,0.0,1.0,0.0
15151,galliots,0.0,0.0,1.0,0.0
15152,clawfooted,0.0,0.0,1.0,0.0
15153,weatherstained,0.0,0.0,1.0,0.0
15154,mastscut,0.0,0.0,1.0,0.0
15155,galeher,0.0,0.0,1.0,0.0
15156,pilgrimworshipped,0.0,0.0,1.0,0.0
15157,flagstone,0.0,0.0,1.0,0.0
15158,canterbury,0.0,0.0,1.0,0.0
15159,becket,0.0,0.0,1.0,0.0
15160,pequodthis,0.0,0.0,1.0,0.0
15161,chiefmateship,0.0,0.0,1.0,0.0
15162,grotesqueness,0.0,0.0,1.0,0.0
15163,quaintness,0.0,0.0,1.0,0.0
15164,unmatched,0.0,0.0,1.0,0.0
15165,thorkillhakes,0.0,0.0,1.0,0.0
15166,pendants,0.0,0.0,1.0,0.0
15167,tricking,0.0,0.0,1.0,0.0
15168,unpanelled,0.0,0.0,1.0,0.0
15169,pins,0.0,0.0,1.0,1.0
15170,seaivory,0.0,0.0,1.0,0.0
15171,scorning,0.0,0.0,1.0,0.0
15172,turnstile,0.0,0.0,1.0,0.0
15173,sported,0.0,0.0,1.0,0.0
15174,erection,0.0,0.0,1.0,0.0
15175,conical,0.0,0.0,1.0,0.0
15176,laced,0.0,0.0,1.0,0.0
15177,sloped,0.0,0.0,1.0,0.0
15178,topknot,0.0,0.0,1.0,0.0
15179,pottowottamie,0.0,0.0,1.0,0.0
15180,sachems,0.0,0.0,1.0,0.0
15181,insider,0.0,0.0,1.0,0.0
15182,tenement,0.0,0.0,1.0,0.0
15183,sailings,0.0,0.0,1.0,0.0
15184,windwardfor,0.0,0.0,1.0,0.0
15185,pursed,0.0,0.0,1.0,0.0
15186,eyewrinkles,0.0,0.0,1.0,0.0
15187,effectual,0.0,0.0,1.0,0.0
15188,nantucketerever,0.0,0.0,1.0,0.0
15189,sayeh,0.0,0.0,1.0,0.0
15190,legill,0.0,0.0,1.0,0.0
15191,talkest,0.0,0.0,1.0,0.0
15192,ehit,0.0,0.0,1.0,0.0
15193,ehhast,0.0,0.0,1.0,0.0
15194,thoudidst,0.0,0.0,1.0,0.0
15195,thoudost,0.0,0.0,1.0,0.0
15196,innuendoes,0.0,0.0,1.0,0.0
15197,quakerish,0.0,0.0,1.0,0.0
15198,aliens,0.0,0.0,1.0,0.0
15199,pelegthats,0.0,0.0,1.0,0.0
15200,monstrousest,0.0,0.0,1.0,0.0
15201,chipped,0.0,0.0,1.0,0.0
15202,boatah,0.0,0.0,1.0,0.0
15203,servicedont,0.0,0.0,1.0,0.0
15204,aggravate,0.0,0.0,1.0,0.0
15205,mei,0.0,0.0,1.0,0.0
15206,weatherbow,0.0,0.0,1.0,0.0
15207,unlimited,0.0,0.0,1.0,1.0
15208,monotonous,0.0,0.0,1.0,0.0
15209,repliednothing,0.0,0.0,1.0,0.0
15210,anyi,0.0,0.0,1.0,0.0
15211,bestand,0.0,0.0,1.0,0.0
15212,willingness,0.0,0.0,1.0,0.0
15213,mayest,0.0,0.0,1.0,0.0
15214,addedcome,0.0,0.0,1.0,0.0
15215,annuitants,0.0,0.0,1.0,0.0
15216,fatherless,0.0,0.0,1.0,0.0
15217,chancery,0.0,0.0,1.0,0.0
15218,heterogeneous,0.0,0.0,1.0,0.0
15219,sanguinary,0.0,0.0,1.0,0.0
15220,scripture,0.0,0.0,1.0,2.0
15221,namesa,0.0,0.0,1.0,0.0
15222,islandand,0.0,0.0,1.0,0.0
15223,imbibing,0.0,0.0,1.0,0.0
15224,idiom,0.0,0.0,1.0,0.0
15225,unoutgrown,0.0,0.0,1.0,0.0
15226,seaking,0.0,0.0,1.0,0.0
15227,constellations,0.0,0.0,1.0,0.0
15228,untraditionally,0.0,0.0,1.0,0.0
15229,independently,0.0,0.0,1.0,0.0
15230,voluntary,0.0,0.0,1.0,0.0
15231,confiding,0.0,0.0,1.0,0.0
15232,languagethat,0.0,0.0,1.0,0.0
15233,censusa,0.0,0.0,1.0,0.0
15234,pageant,0.0,0.0,1.0,0.0
15235,detract,0.0,0.0,1.0,0.0
15236,dramatically,0.0,0.0,1.0,0.0
15237,overruling,0.0,0.0,1.0,0.0
15238,disease,0.0,0.0,1.0,1.0
15239,results,0.0,0.0,1.0,0.0
15240,pelegwho,0.0,0.0,1.0,0.0
15241,triflescaptain,0.0,0.0,1.0,0.0
15242,quakerism,0.0,0.0,1.0,0.0
15243,hornall,0.0,0.0,1.0,0.0
15244,immutableness,0.0,0.0,1.0,0.0
15245,consistency,0.0,0.0,1.0,0.0
15246,refusing,0.0,0.0,1.0,0.0
15247,scruples,0.0,0.0,1.0,0.0
15248,invaders,0.0,0.0,1.0,0.0
15249,illimitably,0.0,0.0,1.0,0.0
15250,invaded,0.0,0.0,1.0,0.0
15251,bloodshed,0.0,0.0,1.0,0.0
15252,straightbodied,0.0,0.0,1.0,0.0
15253,reminiscence,0.0,0.0,1.0,0.0
15254,dividends,0.0,0.0,1.0,0.0
15255,cabinboy,0.0,0.0,1.0,0.0
15256,drabbest,0.0,0.0,1.0,0.0
15257,shadbellied,0.0,0.0,1.0,0.0
15258,dedicating,0.0,0.0,1.0,0.0
15259,wellearned,0.0,0.0,1.0,0.0
15260,incorrigible,0.0,0.0,1.0,0.0
15261,taskmaster,0.0,0.0,1.0,0.0
15262,categut,0.0,0.0,1.0,0.0
15263,unmitigated,0.0,0.0,1.0,0.0
15264,somethinga,0.0,0.0,1.0,0.0
15265,indolence,0.0,0.0,1.0,0.0
15266,broadbrimmed,0.0,0.0,1.0,0.0
15267,boltupright,0.0,0.0,1.0,0.0
15268,broadbrim,0.0,0.0,1.0,0.0
15269,habituated,0.0,0.0,1.0,0.0
15270,noticing,0.0,0.0,1.0,0.0
15271,irreverence,0.0,0.0,1.0,0.0
15272,inquiringly,0.0,0.0,1.0,0.0
15273,spelling,0.0,0.0,1.0,0.0
15274,blusterer,0.0,0.0,1.0,0.0
15275,proportioned,0.0,0.0,1.0,0.0
15276,laythat,0.0,0.0,1.0,0.0
15277,stiver,0.0,0.0,1.0,0.0
15278,accumulate,0.0,0.0,1.0,0.0
15279,fortuneand,0.0,0.0,1.0,0.0
15280,200th,0.0,0.0,1.0,0.0
15281,broadshouldered,0.0,0.0,1.0,0.0
15282,crony,0.0,0.0,1.0,0.0
15283,stingy,0.0,0.0,1.0,0.0
15284,itwhere,0.0,0.0,1.0,0.0
15285,deceive,0.0,0.0,1.0,0.0
15286,teenth,0.0,0.0,1.0,0.0
15287,swindle,0.0,0.0,1.0,0.0
15288,mumblingfor,0.0,0.0,1.0,0.0
15289,owest,0.0,0.0,1.0,0.0
15290,shipwidows,0.0,0.0,1.0,0.0
15291,lug,0.0,0.0,1.0,1.0
15292,allfired,0.0,0.0,1.0,0.0
15293,soulbolts,0.0,0.0,1.0,0.0
15294,illillyes,0.0,0.0,1.0,0.0
15295,canting,0.0,0.0,1.0,0.0
15296,guna,0.0,0.0,1.0,0.0
15297,thundered,0.0,0.0,1.0,0.0
15298,outburst,0.0,0.0,1.0,0.0
15299,questionably,0.0,0.0,1.0,0.0
15300,vanish,0.0,0.0,1.0,0.0
15301,whistled,0.0,0.0,1.0,0.0
15302,lastthe,0.0,0.0,1.0,0.0
15303,ishmaels,0.0,0.0,1.0,0.0
15304,tooshall,0.0,0.0,1.0,0.0
15305,whaled,0.0,0.0,1.0,0.0
15306,ahabso,0.0,0.0,1.0,0.0
15307,thinkbut,0.0,0.0,1.0,0.0
15308,thoult,0.0,0.0,1.0,2.0
15309,forewarned,0.0,0.0,1.0,0.0
15310,mightier,0.0,0.0,1.0,1.0
15311,surest,0.0,0.0,1.0,0.0
15312,mehither,0.0,0.0,1.0,0.0
15313,prophetic,0.0,0.0,1.0,1.0
15314,isa,0.0,0.0,1.0,0.0
15315,mannot,0.0,0.0,1.0,0.0
15316,mansomething,0.0,0.0,1.0,0.0
15317,meonly,0.0,0.0,1.0,0.0
15318,moodydesperate,0.0,0.0,1.0,0.0
15319,theeand,0.0,0.0,1.0,0.0
15320,wifenot,0.0,0.0,1.0,0.0
15321,weddeda,0.0,0.0,1.0,0.0
15322,humanities,0.0,0.0,1.0,0.0
15323,thoughtfulness,0.0,0.0,1.0,0.0
15324,vagueness,0.0,0.0,1.0,0.0
15325,painfulness,0.0,0.0,1.0,0.0
15326,disincline,0.0,0.0,1.0,0.0
15327,imperfectly,0.0,0.0,1.0,0.0
15328,17,0.0,0.0,1.0,0.0
15329,everybodys,0.0,0.0,1.0,0.0
15330,undervalue,0.0,0.0,1.0,0.0
15331,ants,0.0,0.0,1.0,0.0
15332,toadstool,0.0,0.0,1.0,0.0
15333,footmanism,0.0,0.0,1.0,0.0
15334,torso,0.0,0.0,1.0,0.0
15335,deceased,0.0,0.0,1.0,0.0
15336,vastly,0.0,0.0,1.0,0.0
15337,halfcrazy,0.0,0.0,1.0,0.0
15338,entertaining,0.0,0.0,1.0,0.0
15339,ramadanbut,0.0,0.0,1.0,0.0
15340,arguing,0.0,0.0,1.0,0.0
15341,allpresbyterians,0.0,0.0,1.0,0.0
15342,alikefor,0.0,0.0,1.0,0.0
15343,rituals,0.0,0.0,1.0,0.0
15344,keyholeall,0.0,0.0,1.0,0.0
15345,iishmael,0.0,0.0,1.0,0.0
15346,apoplectic,0.0,0.0,1.0,0.0
15347,footboard,0.0,0.0,1.0,0.0
15348,queequegqueequegall,0.0,0.0,1.0,0.0
15349,resisted,0.0,0.0,1.0,0.0
15350,metthe,0.0,0.0,1.0,0.0
15351,chambermaid,0.0,0.0,1.0,0.0
15352,maammistress,0.0,0.0,1.0,0.0
15353,apoplexyand,0.0,0.0,1.0,0.0
15354,woodhouse,0.0,0.0,1.0,0.0
15355,doorthe,0.0,0.0,1.0,0.0
15356,axethe,0.0,0.0,1.0,0.0
15357,emptyhanded,0.0,0.0,1.0,0.0
15358,doorsand,0.0,0.0,1.0,0.0
15359,exclaimedno,0.0,0.0,1.0,0.0
15360,unfortnate,0.0,0.0,1.0,0.0
15361,counterpanegod,0.0,0.0,1.0,0.0
15362,motherit,0.0,0.0,1.0,0.0
15363,girlthere,0.0,0.0,1.0,0.0
15364,snarles,0.0,0.0,1.0,0.0
15365,withno,0.0,0.0,1.0,0.0
15366,suicides,0.0,0.0,1.0,0.0
15367,parlormight,0.0,0.0,1.0,0.0
15368,locksmith,0.0,0.0,1.0,0.0
15369,sidepocket,0.0,0.0,1.0,0.0
15370,unwithdrawn,0.0,0.0,1.0,0.0
15371,vowing,0.0,0.0,1.0,0.0
15372,knob,0.0,0.0,1.0,0.0
15373,slamming,0.0,0.0,1.0,0.0
15374,plaster,0.0,0.0,1.0,0.0
15375,selfcollected,0.0,0.0,1.0,0.0
15376,squatting,0.0,0.0,1.0,0.0
15377,sittin,0.0,0.0,1.0,0.0
15378,dofor,0.0,0.0,1.0,0.0
15379,blandishmentshe,0.0,0.0,1.0,0.0
15380,creed,0.0,0.0,1.0,0.0
15381,punctual,0.0,0.0,1.0,0.0
15382,plumpuddingers,0.0,0.0,1.0,0.0
15383,termination,0.0,0.0,1.0,0.0
15384,queequegnot,0.0,0.0,1.0,0.0
15385,offsitting,0.0,0.0,1.0,0.0
15386,squatted,0.0,0.0,1.0,0.0
15387,labored,0.0,0.0,1.0,0.0
15388,lents,0.0,0.0,1.0,0.0
15389,hamsquattings,0.0,0.0,1.0,0.0
15390,hygiene,0.0,0.0,1.0,0.0
15391,caves,0.0,0.0,1.0,0.0
15392,halfstarved,0.0,0.0,1.0,0.0
15393,religionists,0.0,0.0,1.0,0.0
15394,hereafters,0.0,0.0,1.0,0.0
15395,digressively,0.0,0.0,1.0,0.0
15396,undigested,0.0,0.0,1.0,0.0
15397,appledumpling,0.0,0.0,1.0,0.0
15398,perpetuated,0.0,0.0,1.0,0.0
15399,dyspepsias,0.0,0.0,1.0,0.0
15400,inferences,0.0,0.0,1.0,0.0
15401,barbecue,0.0,0.0,1.0,0.0
15402,trenchers,0.0,0.0,1.0,0.0
15403,pilau,0.0,0.0,1.0,0.0
15404,breadfruit,0.0,0.0,1.0,0.0
15405,parsley,0.0,0.0,1.0,0.0
15406,victors,0.0,0.0,1.0,0.0
15407,compassion,0.0,0.0,1.0,0.0
15408,prodigiously,0.0,0.0,1.0,0.0
15409,halibut,0.0,0.0,1.0,0.0
15410,18,0.0,0.0,1.0,0.0
15411,communion,0.0,0.0,1.0,0.0
15412,colemans,0.0,0.0,1.0,0.0
15413,meetinghouse,0.0,0.0,1.0,0.0
15414,bandana,0.0,0.0,1.0,0.0
15415,philistine,0.0,0.0,1.0,0.0
15416,deuteronomys,0.0,0.0,1.0,0.0
15417,sternly,0.0,0.0,1.0,0.0
15418,meexplain,0.0,0.0,1.0,0.0
15419,hittite,0.0,0.0,1.0,0.0
15420,meanst,0.0,0.0,1.0,0.0
15421,deuteronomywhy,0.0,0.0,1.0,0.0
15422,reckoned,0.0,0.0,1.0,0.0
15423,therewhats,0.0,0.0,1.0,0.0
15424,capain,0.0,0.0,1.0,0.0
15425,sposee,0.0,0.0,1.0,0.0
15426,whalee,0.0,0.0,1.0,0.0
15427,dad,0.0,0.0,1.0,0.0
15428,partner,0.0,0.0,1.0,0.0
15429,hedgehog,0.0,0.0,1.0,0.0
15430,ceremonies,0.0,0.0,1.0,0.0
15431,x,0.0,0.0,1.0,0.0
15432,broadskirted,0.0,0.0,1.0,0.0
15433,tracts,0.0,0.0,1.0,0.0
15434,clingest,0.0,0.0,1.0,0.0
15435,belial,0.0,0.0,1.0,0.0
15436,bondsman,0.0,0.0,1.0,0.0
15437,spurn,0.0,0.0,1.0,0.0
15438,heterogeneously,0.0,0.0,1.0,0.0
15439,scriptural,0.0,0.0,1.0,0.0
15440,spoiling,0.0,0.0,1.0,0.0
15441,voyagersit,0.0,0.0,1.0,0.0
15442,nat,0.0,0.0,1.0,0.0
15443,swaine,0.0,0.0,1.0,0.0
15444,shrinked,0.0,0.0,1.0,0.0
15445,sheered,0.0,0.0,1.0,0.0
15446,afterclaps,0.0,0.0,1.0,0.0
15447,prate,0.0,0.0,1.0,1.0
15448,beliest,0.0,0.0,1.0,0.0
15449,pocketshear,0.0,0.0,1.0,0.0
